#,File Number,Trade Name,Corp Name,Business Status,Address,City,State,Zip,Mail Address,Mail City,Mail State,Mail Zip,County,Permit Number,Issue Date,Permit Status
,00131989CM-999,Buck Shoals Vineyard,Buck Shoals Vineyards and Winery Inc,Cancelled,6121 Vintner Way,Hamptonville,,27020,,,,,Yadkin,00131989BK,5/25/2005,Cancelled
94,00133714CM-999,Piedmont Distillers,Piedmont Distillers Inc,Cancelled,203 East Murphy Street,Madison,,27025,PO Box 472,Madison,NC ,27025,Rockingham,00133714DI,4/1/2005,Cancelled
95,00133714CM-998,Piedmont Distillers,Piedmont Distillers Inc,Active,3960 US Hwy 220,Madison,,27025,PO Box 472,Madison,NC ,27025,Rockingham,00196663DI,5/31/2012,Active
96,00134957CM-999,Foothills Brewing,638 Brewing Company Inc,Active,638 West 4th Street,Winston Salem,,27101,PO Box 1687,Clemmons,NC ,27012,Forsyth,00134957BW,6/17/2005,Active
,00134957CM-999,Foothills Brewing,638 Brewing Company Inc,Active,638 West 4th Street,Winston Salem,,27101,PO Box 1687,Clemmons,NC ,27012,Forsyth,00134957DG,8/25/2010,Active
,00134957CM-999,Foothills Brewing,638 Brewing Company Inc,Active,638 West 4th Street,Winston Salem,,27101,PO Box 1687,Clemmons,NC ,27012,Forsyth,00134957BM,6/17/2005,Active
97,00134957CM-998,Foothills Brewing,638 Brewing Company Inc,Active,3800 Kimwell Drive,Winston Salem,,27103,PO Box 1687,Clemmons,NC ,27012,Forsyth,00195010BM,2/8/2012,Active
,00134957CM-998,Foothills Brewing,638 Brewing Company Inc,Active,3800 Kimwell Drive,Winston Salem,,27103,PO Box 1687,Clemmons,NC ,27012,Forsyth,00195010BW,2/8/2012,Active
98,00136904CM-998,Lumina Winery and Brewing Company,Lumina Winery LLC,Cancelled,6620 Unit H Gordon Road,Wilmington,,28411,500 Callie Court,Wilmington,NC ,28409,New Hanover,00154810DS,9/6/2007,Cancelled
,00136904CM-998,Lumina Winery and Brewing Company,Lumina Winery LLC,Cancelled,6620 Unit H Gordon Road,Wilmington,,28411,500 Callie Court,Wilmington,NC ,28409,New Hanover,00154810UW,9/6/2007,Cancelled
,00136904CM-998,Lumina Winery and Brewing Company,Lumina Winery LLC,Cancelled,6620 Unit H Gordon Road,Wilmington,,28411,500 Callie Court,Wilmington,NC ,28409,New Hanover,00154810BW,6/24/2011,Cancelled
,00136904CM-998,Lumina Winery and Brewing Company,Lumina Winery LLC,Cancelled,6620 Unit H Gordon Road,Wilmington,,28411,500 Callie Court,Wilmington,NC ,28409,New Hanover,00154810WW,9/6/2007,Cancelled
,00136904CM-998,Lumina Winery and Brewing Company,Lumina Winery LLC,Cancelled,6620 Unit H Gordon Road,Wilmington,,28411,500 Callie Court,Wilmington,NC ,28409,New Hanover,00154810WE,9/6/2007,Cancelled
,00136904CM-998,Lumina Winery and Brewing Company,Lumina Winery LLC,Cancelled,6620 Unit H Gordon Road,Wilmington,,28411,500 Callie Court,Wilmington,NC ,28409,New Hanover,00154810DG,5/25/2011,Cancelled
,00136904CM-998,Lumina Winery and Brewing Company,Lumina Winery LLC,Cancelled,6620 Unit H Gordon Road,Wilmington,,28411,500 Callie Court,Wilmington,NC ,28409,New Hanover,00154810BM,4/28/2011,Cancelled
99,00136904CM-997,Lumina Winery and Brewing Company,Lumina Winery LLC,Cancelled,311 Judges Road Unit 8A,Wilmington,,28405,500 Callie Court,Wilmington,NC ,28409,New Hanover,00202296BM,12/5/2012,Cancelled
,00136904CM-997,Lumina Winery and Brewing Company,Lumina Winery LLC,Cancelled,311 Judges Road Unit 8A,Wilmington,,28405,500 Callie Court,Wilmington,NC ,28409,New Hanover,00202296UW,12/5/2012,Cancelled
,00136904CM-997,Lumina Winery and Brewing Company,Lumina Winery LLC,Cancelled,311 Judges Road Unit 8A,Wilmington,,28405,500 Callie Court,Wilmington,NC ,28409,New Hanover,00202296WW,12/5/2012,Cancelled
,00136904CM-997,Lumina Winery and Brewing Company,Lumina Winery LLC,Cancelled,311 Judges Road Unit 8A,Wilmington,,28405,500 Callie Court,Wilmington,NC ,28409,New Hanover,00202296BW,12/5/2012,Cancelled
,00136904CM-997,Lumina Winery and Brewing Company,Lumina Winery LLC,Cancelled,311 Judges Road Unit 8A,Wilmington,,28405,500 Callie Court,Wilmington,NC ,28409,New Hanover,00202296WE,12/5/2012,Cancelled
,00136904CM-997,Lumina Winery and Brewing Company,Lumina Winery LLC,Cancelled,311 Judges Road Unit 8A,Wilmington,,28405,500 Callie Court,Wilmington,NC ,28409,New Hanover,00202296DS,12/5/2012,Cancelled
100,00137755CM-999,Azalea Coast Brewery,Azalea Coast Brewing Company,Cancelled,3406-C Merchant Court,Wilmington,,28405,,,,,New Hanover,00137755BM,9/23/2005,Cancelled
,00137755CM-999,Azalea Coast Brewery,Azalea Coast Brewing Company,Cancelled,3406-C Merchant Court,Wilmington,,28405,,,,,New Hanover,00137755BW,9/23/2005,Cancelled
101,00138162CM-999,Winery at the Blueberry Farm,Banner Elk Winery and Vineyard LLC,Active,60 Deer Run Lane,Banner Elk,,28604,PO Box 1595,Banner Elk,NC ,28604,Avery,00138162BK,4/11/2006,Active
,00138162CM-999,Winery at the Blueberry Farm,Banner Elk Winery and Vineyard LLC,Active,60 Deer Run Lane,Banner Elk,,28604,PO Box 1595,Banner Elk,NC ,28604,Avery,00138162DI,4/11/2006,Active
,00138162CM-999,Winery at the Blueberry Farm,Banner Elk Winery and Vineyard LLC,Active,60 Deer Run Lane,Banner Elk,,28604,PO Box 1595,Banner Elk,NC ,28604,Avery,00138162FW,4/11/2006,Active
,00138162CM-999,Winery at the Blueberry Farm,Banner Elk Winery and Vineyard LLC,Active,60 Deer Run Lane,Banner Elk,,28604,PO Box 1595,Banner Elk,NC ,28604,Avery,00138162UW,4/11/2006,Active
,00138162CM-999,Winery at the Blueberry Farm,Banner Elk Winery and Vineyard LLC,Active,60 Deer Run Lane,Banner Elk,,28604,PO Box 1595,Banner Elk,NC ,28604,Avery,00138162DS,4/11/2006,Active
,00138162CM-999,Winery at the Blueberry Farm,Banner Elk Winery and Vineyard LLC,Active,60 Deer Run Lane,Banner Elk,,28604,PO Box 1595,Banner Elk,NC ,28604,Avery,00138162WW,4/11/2006,Active
,00138162CM-999,Winery at the Blueberry Farm,Banner Elk Winery and Vineyard LLC,Active,60 Deer Run Lane,Banner Elk,,28604,PO Box 1595,Banner Elk,NC ,28604,Avery,00138162WE,4/11/2006,Active
102,00139218CM-999,Hops Restaurant Bar and Brewery,Hops Grill and Bar Inc,Cancelled,9950 East Independence Blvd,Matthews,,28105,150 Hancock Street,Madison,GA ,30650,Mecklenburg,00139218BM,1/30/2006,Cancelled
103,00142871CM-999,Cans Bar and Canteen,Cans Bar LLC,Cancelled,500 West 5th Street Unit  1-A,Charlotte,,28202,,,,,Mecklenburg,00142871BM,5/11/2006,Cancelled
,00142871CM-999,Cans Bar and Canteen,Cans Bar LLC,Cancelled,500 West 5th Street Unit  1-A,Charlotte,,28202,,,,,Mecklenburg,00142871BW,5/11/2006,Cancelled
104,00145680CM-999,Weeping Radish Brewery,FarmBrew LLC,Active,6810 Caratoke Hwy,Jarvisburg,,27947,PO Box 389,Jarvisburg,NC ,27947,Currituck,00145680BM,5/18/2007,Active
,00145680CM-999,Weeping Radish Brewery,FarmBrew LLC,Active,6810 Caratoke Hwy,Jarvisburg,,27947,PO Box 389,Jarvisburg,NC ,27947,Currituck,00145680DG,6/18/2013,Active
,00145680CM-999,Weeping Radish Brewery,FarmBrew LLC,Active,6810 Caratoke Hwy,Jarvisburg,,27947,PO Box 389,Jarvisburg,NC ,27947,Currituck,00145680BW,5/18/2007,Active
105,00146662CM-999,Appalachian Craft Brewery,"Andrew Thomas Cubbin, ",Cancelled,34-C Redmond Drive,Fletcher,,28732,,,,,Henderson,00146662BM,4/17/2007,Cancelled
,00146662CM-999,Appalachian Craft Brewery,"Andrew Thomas Cubbin, ",Cancelled,34-C Redmond Drive,Fletcher,,28732,,,,,Henderson,00146662BW,4/17/2007,Cancelled
106,00147491CM-999,Old North State Winery,Old North State Winery Inc,Active,308 North Main Street,Mount Airy,,27030,,,,,Surry,00147491WE,8/14/2007,Active
,00147491CM-999,Old North State Winery,Old North State Winery Inc,Active,308 North Main Street,Mount Airy,,27030,,,,,Surry,00147491DS,8/14/2007,Active
,00147491CM-999,Old North State Winery,Old North State Winery Inc,Active,308 North Main Street,Mount Airy,,27030,,,,,Surry,00147491WW,8/14/2007,Active
,00147491CM-999,Old North State Winery,Old North State Winery Inc,Active,308 North Main Street,Mount Airy,,27030,,,,,Surry,00147491UW,8/14/2007,Active
,00147491CM-999,Old North State Winery,Old North State Winery Inc,Active,308 North Main Street,Mount Airy,,27030,,,,,Surry,00147491WI,8/14/2007,Active
,00147491CM-999,Old North State Winery,Old North State Winery Inc,Active,308 North Main Street,Mount Airy,,27030,,,,,Surry,00147491BM,8/14/2007,Cancelled
107,00150536CM-999,Westbend Vineyards and Brewhouse,Westbend Vineyards Inc,Cancelled,5394 Williams Road,Lewisville,,27023,,,,,Forsyth,00150536BM,8/30/2012,Cancelled
,00150536CM-999,Westbend Vineyards and Brewhouse,Westbend Vineyards Inc,Cancelled,5394 Williams Road,Lewisville,,27023,,,,,Forsyth,00150536UW,7/2/2007,Cancelled
,00150536CM-999,Westbend Vineyards and Brewhouse,Westbend Vineyards Inc,Cancelled,5394 Williams Road,Lewisville,,27023,,,,,Forsyth,00150536FW,7/2/2007,Cancelled
,00150536CM-999,Westbend Vineyards and Brewhouse,Westbend Vineyards Inc,Cancelled,5394 Williams Road,Lewisville,,27023,,,,,Forsyth,00150536WE,7/2/2007,Cancelled
,00150536CM-999,Westbend Vineyards and Brewhouse,Westbend Vineyards Inc,Cancelled,5394 Williams Road,Lewisville,,27023,,,,,Forsyth,00150536WW,7/2/2007,Cancelled
,00150536CM-999,Westbend Vineyards and Brewhouse,Westbend Vineyards Inc,Cancelled,5394 Williams Road,Lewisville,,27023,,,,,Forsyth,00150536DS,7/2/2007,Cancelled
,00150536CM-999,Westbend Vineyards and Brewhouse,Westbend Vineyards Inc,Cancelled,5394 Williams Road,Lewisville,,27023,,,,,Forsyth,00150536DG,8/30/2012,Cancelled
,00150536CM-999,Westbend Vineyards and Brewhouse,Westbend Vineyards Inc,Cancelled,5394 Williams Road,Lewisville,,27023,,,,,Forsyth,00150536BW,8/30/2012,Cancelled
108,00151427CM-999,Big Boss Brewing,E B C Brewery LLC,Active,1249-A Wicker Drive,Raleigh,,27604,,,,,Wake,00151427BM,8/17/2007,Active
,00151427CM-999,Big Boss Brewing,E B C Brewery LLC,Active,1249-A Wicker Drive,Raleigh,,27604,,,,,Wake,00151427BW,8/17/2007,Active
,00151427CM-999,Big Boss Brewing,E B C Brewery LLC,Active,1249-A Wicker Drive,Raleigh,,27604,,,,,Wake,00151427DG,9/22/2010,Active
109,00154222CM-999,Andrews Brewing Company Calaboose Cellars,Jailhouse Winery LLC,Active,565 Aquone Road,Andrews,,28901,PO Box 1818,Andrews,NC ,28901,Cherokee,00154222DG,8/25/2014,Active
,00154222CM-999,Andrews Brewing Company Calaboose Cellars,Jailhouse Winery LLC,Active,565 Aquone Road,Andrews,,28901,PO Box 1818,Andrews,NC ,28901,Cherokee,00154222BW,5/9/2013,Active
,00154222CM-999,Andrews Brewing Company Calaboose Cellars,Jailhouse Winery LLC,Active,565 Aquone Road,Andrews,,28901,PO Box 1818,Andrews,NC ,28901,Cherokee,00154222DS,12/10/2007,Active
,00154222CM-999,Andrews Brewing Company Calaboose Cellars,Jailhouse Winery LLC,Active,565 Aquone Road,Andrews,,28901,PO Box 1818,Andrews,NC ,28901,Cherokee,00154222WE,6/7/2008,Active
,00154222CM-999,Andrews Brewing Company Calaboose Cellars,Jailhouse Winery LLC,Active,565 Aquone Road,Andrews,,28901,PO Box 1818,Andrews,NC ,28901,Cherokee,00154222WW,12/10/2007,Active
,00154222CM-999,Andrews Brewing Company Calaboose Cellars,Jailhouse Winery LLC,Active,565 Aquone Road,Andrews,,28901,PO Box 1818,Andrews,NC ,28901,Cherokee,00154222UW,12/10/2007,Active
,00154222CM-999,Andrews Brewing Company Calaboose Cellars,Jailhouse Winery LLC,Active,565 Aquone Road,Andrews,,28901,PO Box 1818,Andrews,NC ,28901,Cherokee,00154222BM,5/9/2013,Active
110,00154222CM-998,Andrews Brewing Company,Jailhouse Winery LLC,Active,1026 Main Street,Andrews,,28901,PO Box 1818,Andrews,NC ,28901,Cherokee,00252480BM,1/23/2018 10:29,Active
,00154222CM-998,Andrews Brewing Company,Jailhouse Winery LLC,Active,1026 Main Street,Andrews,,28901,PO Box 1818,Andrews,NC ,28901,Cherokee,00252480BW,1/23/2018 10:29,Active
111,00154491CM-999,Triangle Brewing Company,Triangle Brewing Company Inc,Cancelled,918 Pearl Street,Durham,,27701,,,,,Durham,00154491BM,1/7/2008,Cancelled
,00154491CM-999,Triangle Brewing Company,Triangle Brewing Company Inc,Cancelled,918 Pearl Street,Durham,,27701,,,,,Durham,00154491DG,9/20/2011,Cancelled
,00154491CM-999,Triangle Brewing Company,Triangle Brewing Company Inc,Cancelled,918 Pearl Street,Durham,,27701,,,,,Durham,00154491BW,1/7/2008,Cancelled
112,00154554CM-999,Carolina Brewery and Grill Pittsboro,Carolina Brewery and Grill Pittsboro Inc,Cancelled,120 Lowes Drive Suites 100-102,Pittsboro,,27312,,,,,Chatham,00154554BW,10/16/2007,Cancelled
,00154554CM-999,Carolina Brewery and Grill Pittsboro,Carolina Brewery and Grill Pittsboro Inc,Cancelled,120 Lowes Drive Suites 100-102,Pittsboro,,27312,,,,,Chatham,00154554BM,10/16/2007,Cancelled
113,00159974CM-999,Front Street Brewery,Wilmington Brewers LLC,Cancelled,9 North Front Street,Wilmington,,28401,,,,,New Hanover,00159974BM,2/25/2009,Cancelled
,00159974CM-999,Front Street Brewery,Wilmington Brewers LLC,Cancelled,9 North Front Street,Wilmington,,28401,,,,,New Hanover,00159974DG,5/17/2011,Cancelled
,00159974CM-999,Front Street Brewery,Wilmington Brewers LLC,Cancelled,9 North Front Street,Wilmington,,28401,,,,,New Hanover,00159974BW,2/25/2009,Cancelled
114,00161702CM-999,Wedge Brewery,Wedge Brewing Company LLC,Active,37 Paynes Way Suite 001,Asheville,,28801,,,NC ,,Buncombe,00161702BM,8/19/2008,Active
,00161702CM-999,Wedge Brewery,Wedge Brewing Company LLC,Active,37 Paynes Way Suite 001,Asheville,,28801,,,NC ,,Buncombe,00161702BW,8/19/2008,Active
,00161702CM-999,Wedge Brewery,Wedge Brewing Company LLC,Active,37 Paynes Way Suite 001,Asheville,,28801,,,NC ,,Buncombe,00161702DG,7/31/2014,Active
115,00162459CM-999,Hops Grill Brewery,Hops Operating LLC,Cancelled,9950 East Independence Blvd,Matthews,,28105,150 Hancock Street,Madison,GA ,30650,Mecklenburg,00162459DG,5/7/2013,Cancelled
,00162459CM-999,Hops Grill Brewery,Hops Operating LLC,Cancelled,9950 East Independence Blvd,Matthews,,28105,150 Hancock Street,Madison,GA ,30650,Mecklenburg,00162459BW,8/19/2008,Cancelled
,00162459CM-999,Hops Grill Brewery,Hops Operating LLC,Cancelled,9950 East Independence Blvd,Matthews,,28105,150 Hancock Street,Madison,GA ,30650,Mecklenburg,00162459BM,8/19/2008,Cancelled
116,00162782CM-997,MillerCoors,MillerCoors LLC,Active,863 East Meadow Road,Eden,,27288,3939 West Highland Blvd,Milwaukee,WI ,53208,Rockingham,00162782DG,8/14/2013,Active
,00162782CM-997,MillerCoors,MillerCoors LLC,Active,863 East Meadow Road,Eden,,27288,3939 West Highland Blvd,Milwaukee,WI ,53208,Rockingham,00162782WW,6/10/2013,Active
,00162782CM-997,MillerCoors,MillerCoors LLC,Active,863 East Meadow Road,Eden,,27288,3939 West Highland Blvd,Milwaukee,WI ,53208,Rockingham,00162780BM,9/4/2008,Active
117,00162936CM-998,Morgan Ridge Vineyards,Morgan Ridge Vineyards LLC,Active,486 John Morgan Road,Gold Hill,,28071,,,,,Rowan,00162936BW,8/16/2014,Active
,00162936CM-998,Morgan Ridge Vineyards,Morgan Ridge Vineyards LLC,Active,486 John Morgan Road,Gold Hill,,28071,,,,,Rowan,00181591UW,2/10/2011,Active
,00162936CM-998,Morgan Ridge Vineyards,Morgan Ridge Vineyards LLC,Active,486 John Morgan Road,Gold Hill,,28071,,,,,Rowan,00162936BM,8/16/2014,Active
,00162936CM-998,Morgan Ridge Vineyards,Morgan Ridge Vineyards LLC,Active,486 John Morgan Road,Gold Hill,,28071,,,,,Rowan,00162936DG,8/16/2014,Active
,00162936CM-998,Morgan Ridge Vineyards,Morgan Ridge Vineyards LLC,Active,486 John Morgan Road,Gold Hill,,28071,,,,,Rowan,00162936DS,1/13/2012,Active
,00162936CM-998,Morgan Ridge Vineyards,Morgan Ridge Vineyards LLC,Active,486 John Morgan Road,Gold Hill,,28071,,,,,Rowan,00162936WE,4/8/2011,Active
,00162936CM-998,Morgan Ridge Vineyards,Morgan Ridge Vineyards LLC,Active,486 John Morgan Road,Gold Hill,,28071,,,,,Rowan,00181591WW,2/10/2011,Active
118,00162936CM-997,Morgan Ridge Railwalk Brewery and Eatery,Morgan Ridge Vineyards LLC,Active,421 North Lee Street,Salisbury,,28144,486 John Morgan Road,Gold Hill,NC ,28071,Rowan,00244592BM,9/11/2017 11:58,Active
,00162936CM-997,Morgan Ridge Railwalk Brewery and Eatery,Morgan Ridge Vineyards LLC,Active,421 North Lee Street,Salisbury,,28144,486 John Morgan Road,Gold Hill,NC ,28071,Rowan,00244592BW,9/11/2017 11:58,Active
119,00165205CM-999,Lonerider Brewing Company,Lonerider Brewing Company,Active,8816 Gulf Court Suite 100,Raleigh,,27617,,,,,Wake,00165205BM,2/11/2009,Active
,00165205CM-999,Lonerider Brewing Company,Lonerider Brewing Company,Active,8816 Gulf Court Suite 100,Raleigh,,27617,,,,,Wake,00165205BW,2/11/2009,Active
,00165205CM-999,Lonerider Brewing Company,Lonerider Brewing Company,Active,8816 Gulf Court Suite 100,Raleigh,,27617,,,,,Wake,00165205DG,8/11/2011,Active
120,00166081CM-999,Aviator Brewing Company,Aviator Brewing Company Inc,Cancelled,5633-C Piper Drive,Fuquay Varina,,27526,5504 Caleb Knolls Drive,Holly Springs,NC ,27540,Wake,00166081DG,10/15/2009,Cancelled
,00166081CM-999,Aviator Brewing Company,Aviator Brewing Company Inc,Cancelled,5633-C Piper Drive,Fuquay Varina,,27526,5504 Caleb Knolls Drive,Holly Springs,NC ,27540,Wake,00166081BW,4/1/2009,Cancelled
,00166081CM-999,Aviator Brewing Company,Aviator Brewing Company Inc,Cancelled,5633-C Piper Drive,Fuquay Varina,,27526,5504 Caleb Knolls Drive,Holly Springs,NC ,27540,Wake,00166081BM,4/1/2009,Cancelled
121,00166081CM-998,Aviator Brewing Company,Aviator Brewing Company Inc,Active,209 Technology Park Lane,Fuquay Varina,,27526,,,,,Wake,00178180DG,10/13/2010,Active
,00166081CM-998,Aviator Brewing Company,Aviator Brewing Company Inc,Active,209 Technology Park Lane,Fuquay Varina,,27526,,,,,Wake,00178180BM,10/13/2010,Active
,00166081CM-998,Aviator Brewing Company,Aviator Brewing Company Inc,Active,209 Technology Park Lane,Fuquay Varina,,27526,,,,,Wake,00178180BW,10/13/2010,Active
122,00166233CM-999,Huske Hardware House Restaurant and Brewery,Team Collins H3X LLC,Active,405 Hay Street,Fayetteville,,28301,6904 Towbridge Road,Fayetteville,NC ,28301,Cumberland,00166233BM,3/10/2009,Active
,00166233CM-999,Huske Hardware House Restaurant and Brewery,Team Collins H3X LLC,Active,405 Hay Street,Fayetteville,,28301,6904 Towbridge Road,Fayetteville,NC ,28301,Cumberland,00166233DG,6/19/2013,Active
123,00166408CM-999,Weetock Distilleries,Weetock Distilleries LLC,Active,306 Journeys End,Swansboro,,28584,334 Journeys End,Swansboro,NC ,28584,Onslow,00166408DI,2/25/2009,Active
,00166408CM-999,Weetock Distilleries,Weetock Distilleries LLC,Active,306 Journeys End,Swansboro,,28584,334 Journeys End,Swansboro,NC ,28584,Onslow,00166408BK,2/25/2009,Active
124,00166897CM-999,Lobster Trap,Lobster Trap Inc,Cancelled,35 Patton Avenue,Asheville,,28801,,,,,Buncombe,00166897BW,4/7/2010,Cancelled
,00166897CM-999,Lobster Trap,Lobster Trap Inc,Cancelled,35 Patton Avenue,Asheville,,28801,,,,,Buncombe,00166897BM,2/25/2009,Cancelled
125,00167178CM-999,Round Peak Vineyards,Round Peak Estates LLC,Active,765 Round Peak Church Road,Mount Airy,,27030,16612 Green Dolphin Lane,Cornelius,NC ,28031,Surry,00167178FW,2/5/2010,Active
,00167178CM-999,Round Peak Vineyards,Round Peak Estates LLC,Active,765 Round Peak Church Road,Mount Airy,,27030,16612 Green Dolphin Lane,Cornelius,NC ,28031,Surry,00167178WW,5/18/2009,Active
,00167178CM-999,Round Peak Vineyards,Round Peak Estates LLC,Active,765 Round Peak Church Road,Mount Airy,,27030,16612 Green Dolphin Lane,Cornelius,NC ,28031,Surry,00167178DS,5/18/2009,Active
,00167178CM-999,Round Peak Vineyards,Round Peak Estates LLC,Active,765 Round Peak Church Road,Mount Airy,,27030,16612 Green Dolphin Lane,Cornelius,NC ,28031,Surry,00167178WE,5/18/2009,Active
,00167178CM-999,Round Peak Vineyards,Round Peak Estates LLC,Active,765 Round Peak Church Road,Mount Airy,,27030,16612 Green Dolphin Lane,Cornelius,NC ,28031,Surry,00167178DG,10/4/2012,Active
,00167178CM-999,Round Peak Vineyards,Round Peak Estates LLC,Active,765 Round Peak Church Road,Mount Airy,,27030,16612 Green Dolphin Lane,Cornelius,NC ,28031,Surry,00167178BM,10/4/2012,Active
,00167178CM-999,Round Peak Vineyards,Round Peak Estates LLC,Active,765 Round Peak Church Road,Mount Airy,,27030,16612 Green Dolphin Lane,Cornelius,NC ,28031,Surry,00167178UW,5/18/2009,Active
,00167178CM-999,Round Peak Vineyards,Round Peak Estates LLC,Active,765 Round Peak Church Road,Mount Airy,,27030,16612 Green Dolphin Lane,Cornelius,NC ,28031,Surry,00167178BW,10/4/2012,Active
126,00167178CM-998,Skull Camp Brewing,Round Peak Estates LLC,Active,1980 North Bridge Street,Elkin,,28621,16612 Green Dolphin Lane,Cornelius,NC ,28031,Surry,00217095DG,2/13/2015,Active
,00167178CM-998,Skull Camp Brewing,Round Peak Estates LLC,Active,1980 North Bridge Street,Elkin,,28621,16612 Green Dolphin Lane,Cornelius,NC ,28031,Surry,00217095BM,2/13/2015,Active
,00167178CM-998,Skull Camp Brewing,Round Peak Estates LLC,Active,1980 North Bridge Street,Elkin,,28621,16612 Green Dolphin Lane,Cornelius,NC ,28031,Surry,00217095BW,2/13/2015,Active
127,00167307CM-998,New Belgium Brewing Company,New Belgium Brewing Company Inc,Cancelled,91 Craven Street,Asheville,,28806,500 Linden Street,Fort Collins,CO ,80524,Buncombe,00235410BM,6/16/2016 12:38,Cancelled
,00167307CM-998,New Belgium Brewing Company,New Belgium Brewing Company Inc,Cancelled,91 Craven Street,Asheville,,28806,500 Linden Street,Fort Collins,CO ,80524,Buncombe,00235410WE,9/22/2017 12:01,Cancelled
,00167307CM-998,New Belgium Brewing Company,New Belgium Brewing Company Inc,Cancelled,91 Craven Street,Asheville,,28806,500 Linden Street,Fort Collins,CO ,80524,Buncombe,00235410WW,9/22/2017 12:01,Cancelled
,00167307CM-998,New Belgium Brewing Company,New Belgium Brewing Company Inc,Cancelled,91 Craven Street,Asheville,,28806,500 Linden Street,Fort Collins,CO ,80524,Buncombe,00235410BW,6/16/2016 12:38,Cancelled
